id_interaction,id_cp_interaction,multidata_1_id,multidata_2_id,source,annotation_strategy,is_ppi,curator,directionality,classification
1598,CPI-SC02773FE3E,760,1860,CellChatDB_v1,user_curated,,NigelHo,,
1599,CPI-SC02E0B1D2C,759,1860,CellChatDB_v1,user_curated,,NigelHo,,
1600,CPI-SC0C9D95723,197,1861,CellChatDB_v1,user_curated,,NigelHo,,
1601,CPI-SC0E54059D7,264,1861,CellChatDB_v1,user_curated,,NigelHo,,
1602,CPI-SC0A641AB05,198,1861,CellChatDB_v1,user_curated,,NigelHo,,
1603,CPI-SC0F0195826,200,1861,CellChatDB_v1,user_curated,,NigelHo,,
1604,CPI-SC05D0A7E76,272,1861,CellChatDB_v1,user_curated,,NigelHo,,
1605,CPI-SC044DB8CAC,703,1861,CellChatDB_v1,user_curated,,NigelHo,,
1606,CPI-SC0F7D270A5,648,1861,CellChatDB_v1,user_curated,,NigelHo,,
1607,CPI-SC08DE777DF,1344,1861,CellChatDB_v1,user_curated,,NigelHo,,
1608,CPI-SC0A93F9F78,758,1861,CellChatDB_v1,user_curated,,NigelHo,,
1609,CPI-SC05601C4C7,323,1861,CellChatDB_v1,user_curated,,NigelHo,,
1610,CPI-SC0843CCBF9,324,1861,CellChatDB_v1,user_curated,,NigelHo,,
1611,CPI-SC058FEB4BE,325,1861,CellChatDB_v1,user_curated,,NigelHo,,
1612,CPI-SC071B6E6B1,34,1861,CellChatDB_v1,user_curated,,NigelHo,,
1613,CPI-SC02E0B94BF,33,1861,CellChatDB_v1,user_curated,,NigelHo,,
1614,CPI-SC0A2830391,412,1861,CellChatDB_v1,user_curated,,NigelHo,,
1615,CPI-SC07CA0FA46,760,1861,CellChatDB_v1,user_curated,,NigelHo,,
1616,CPI-SC00B4DF252,759,1861,CellChatDB_v1,user_curated,,NigelHo,,
1617,CPI-SC0C048BB0E,197,1880,CellChatDB_v1,user_curated,,NigelHo,,
1618,CPI-SC0DC3B739D,264,1880,CellChatDB_v1,user_curated,,NigelHo,,
1619,CPI-SC02506C6A0,198,1880,CellChatDB_v1,user_curated,,NigelHo,,
1620,CPI-SC0612221B4,200,1880,CellChatDB_v1,user_curated,,NigelHo,,
1621,CPI-SC0DDD5C296,272,1880,CellChatDB_v1,user_curated,,NigelHo,,
1622,CPI-SC0831E0C9D,703,1880,CellChatDB_v1,user_curated,,NigelHo,,
1623,CPI-SC0D568A6DB,648,1880,CellChatDB_v1,user_curated,,NigelHo,,
1624,CPI-SC0C3C09E6B,1344,1880,CellChatDB_v1,user_curated,,NigelHo,,
1625,CPI-SC086EC0291,758,1880,CellChatDB_v1,user_curated,,NigelHo,,
1626,CPI-SC012C2C5D7,323,1880,CellChatDB_v1,user_curated,,NigelHo,,
1627,CPI-SC0057CCB42,324,1880,CellChatDB_v1,user_curated,,NigelHo,,
1628,CPI-SC04BD5660E,325,1880,CellChatDB_v1,user_curated,,NigelHo,,
1629,CPI-SC0C85D677C,34,1880,CellChatDB_v1,user_curated,,NigelHo,,
1630,CPI-SC0657EFB66,33,1880,CellChatDB_v1,user_curated,,NigelHo,,
1631,CPI-SC0ACF9D2E9,412,1880,CellChatDB_v1,user_curated,,NigelHo,,
1632,CPI-SC068299CCF,760,1880,CellChatDB_v1,user_curated,,NigelHo,,
1633,CPI-SC0C363DCD0,759,1880,CellChatDB_v1,user_curated,,NigelHo,,
1634,CPI-SC0E923161C,208,1880,CellChatDB_v1,user_curated,,NigelHo,,
1635,CPI-SC0F090C321,1539,1880,CellChatDB_v1,user_curated,,NigelHo,,
1636,CPI-SC0F2DA0B3D,1249,1880,CellChatDB_v1,user_curated,,NigelHo,,
1637,CPI-SC0FBF69AD2,798,1880,CellChatDB_v1,user_curated,,NigelHo,,
1638,CPI-SC0BF7A221C,1540,1880,CellChatDB_v1,user_curated,,NigelHo,,
1639,CPI-SC0E68AA88E,1541,1880,CellChatDB_v1,user_curated,,NigelHo,,
1640,CPI-SC05EF9F7B0,1542,1880,CellChatDB_v1,user_curated,,NigelHo,,
1641,CPI-SC00FCDE3A7,1543,1880,CellChatDB_v1,user_curated,,NigelHo,,
1642,CPI-SC04242F17A,1544,1880,CellChatDB_v1,user_curated,,NigelHo,,
1643,CPI-SC0544DFAC0,314,1880,CellChatDB_v1,user_curated,,NigelHo,,
1644,CPI-SC04EE08195,1545,1880,CellChatDB_v1,user_curated,,NigelHo,,
1645,CPI-SC03C477833,1546,1880,CellChatDB_v1,user_curated,,NigelHo,,
1646,CPI-SC0017ACC0F,217,1880,CellChatDB_v1,user_curated,,NigelHo,,
1647,CPI-SS082A33AE3,197,1458,CellChatDB_v1,user_curated,,NigelHo,,
1648,CPI-SS05756B8CA,264,1458,CellChatDB_v1,user_curated,,NigelHo,,
1649,CPI-SS064F56856,198,1458,CellChatDB_v1,user_curated,,NigelHo,,
1650,CPI-SS079EC87C5,200,1458,CellChatDB_v1,user_curated,,NigelHo,,
1651,CPI-SS0BAF57980,272,1458,CellChatDB_v1,user_curated,,NigelHo,,
1652,CPI-SS05032FC94,703,1458,CellChatDB_v1,user_curated,,NigelHo,,
1653,CPI-SS09F8762CA,648,1458,CellChatDB_v1,user_curated,,NigelHo,,
1654,CPI-SS0E4C0736B,1344,1458,CellChatDB_v1,user_curated,,NigelHo,,
1655,CPI-SS0E56DCED6,758,1458,CellChatDB_v1,user_curated,,NigelHo,,
1656,CPI-SS066136917,323,1458,CellChatDB_v1,user_curated,,NigelHo,,
1657,CPI-SS049663D5D,324,1458,CellChatDB_v1,user_curated,,NigelHo,,
1658,CPI-SS056809840,325,1458,CellChatDB_v1,user_curated,,NigelHo,,
1659,CPI-SS00C0F4F78,34,1458,CellChatDB_v1,user_curated,,NigelHo,,
1660,CPI-SS079E3C1B4,33,1458,CellChatDB_v1,user_curated,,NigelHo,,
1661,CPI-SS0FAA09F58,412,1458,CellChatDB_v1,user_curated,,NigelHo,,
1662,CPI-SS03AC6DFD4,760,1458,CellChatDB_v1,user_curated,,NigelHo,,
1663,CPI-SS008637E19,759,1458,CellChatDB_v1,user_curated,,NigelHo,,
1664,CPI-SS015BF69EE,200,1169,CellChatDB_v2,user_curated,,NigelHo,,
1665,CPI-SS01771D11B,272,1169,CellChatDB_v2,user_curated,,NigelHo,,
1666,CPI-SS0AADAB219,703,1169,CellChatDB_v2,user_curated,,NigelHo,,
1667,CPI-SS06D2944B5,648,1169,CellChatDB_v2,user_curated,,NigelHo,,
1668,CPI-SS0924C61F1,1344,1169,CellChatDB_v2,user_curated,,NigelHo,,
1669,CPI-SS0BBF93C62,758,1169,CellChatDB_v2,user_curated,,NigelHo,,
1670,CPI-SS0335C4DDE,1249,1169,CellChatDB_v2,user_curated,,NigelHo,,
1671,CPI-SS03545F4A1,1677,1169,CellChatDB_v2,user_curated,,NigelHo,,
1672,CPI-SC044A1E9E2,208,1866,CellChatDB_v1,user_curated,,NigelHo,,
1673,CPI-SC061754D3B,510,1866,CellChatDB_v1,user_curated,,NigelHo,,
1674,CPI-SC0B1D5CF25,747,1866,CellChatDB_v1,user_curated,,NigelHo,,
1675,CPI-SC029DE82B3,1539,1870,CellChatDB_v1,user_curated,,NigelHo,,
1676,CPI-SC0841334C2,1249,1870,CellChatDB_v1,user_curated,,NigelHo,,
1677,CPI-SC03F940867,798,1870,CellChatDB_v1,user_curated,,NigelHo,,
1678,CPI-SC0C06BD53F,1540,1870,CellChatDB_v1,user_curated,,NigelHo,,
1679,CPI-SC09DEAFAD4,1541,1870,CellChatDB_v1,user_curated,,NigelHo,,
1680,CPI-SC017EB02A3,1542,1870,CellChatDB_v1,user_curated,,NigelHo,,
1681,CPI-SC034EF9625,1543,1870,CellChatDB_v1,user_curated,,NigelHo,,
1682,CPI-SC0A24264F0,1544,1870,CellChatDB_v1,user_curated,,NigelHo,,
1683,CPI-SC0ED4E5C2A,314,1870,CellChatDB_v1,user_curated,,NigelHo,,
1684,CPI-SC09F98BB8D,1545,1870,CellChatDB_v1,user_curated,,NigelHo,,
1685,CPI-SC078BAAD7C,1546,1870,CellChatDB_v1,user_curated,,NigelHo,,
1686,CPI-SS0B3595F93,1539,1723,CellChatDB_v1,user_curated,,NigelHo,,
1687,CPI-SS0F514EA97,1249,1723,CellChatDB_v1,user_curated,,NigelHo,,
1688,CPI-SS015C3A526,798,1723,CellChatDB_v1,user_curated,,NigelHo,,
1689,CPI-SS080D0EDF5,1540,1723,CellChatDB_v1,user_curated,,NigelHo,,
1690,CPI-SS03CDA6399,1541,1723,CellChatDB_v1,user_curated,,NigelHo,,
1691,CPI-SS051311E5B,1542,1723,CellChatDB_v1,user_curated,,NigelHo,,
1692,CPI-SS0396804C8,1543,1723,CellChatDB_v1,user_curated,,NigelHo,,
1693,CPI-SS03794AD9F,1544,1723,CellChatDB_v1,user_curated,,NigelHo,,
1694,CPI-SS0D73DB962,314,1723,CellChatDB_v1,user_curated,,NigelHo,,
1695,CPI-SS07D2D0860,1545,1723,CellChatDB_v1,user_curated,,NigelHo,,
1696,CPI-SS0BD6D1A93,1546,1723,CellChatDB_v1,user_curated,,NigelHo,,
1697,CPI-SS0479490F5,1539,1724,CellChatDB_v1,user_curated,,NigelHo,,
1698,CPI-SS0F45D6E8D,1249,1724,CellChatDB_v1,user_curated,,NigelHo,,
1699,CPI-SS036CAF4FA,798,1724,CellChatDB_v1,user_curated,,NigelHo,,
1700,CPI-SS06733E5E4,1540,1724,CellChatDB_v1,user_curated,,NigelHo,,
1701,CPI-SS0FB69F199,1541,1724,CellChatDB_v1,user_curated,,NigelHo,,
1702,CPI-SS020C397B1,1542,1724,CellChatDB_v1,user_curated,,NigelHo,,
1703,CPI-SS04524D1C7,1543,1724,CellChatDB_v1,user_curated,,NigelHo,,
1704,CPI-SS0D02C534A,1544,1724,CellChatDB_v1,user_curated,,NigelHo,,
1705,CPI-SS05894ECFB,314,1724,CellChatDB_v1,user_curated,,NigelHo,,
1706,CPI-SS08E9123F1,1545,1724,CellChatDB_v1,user_curated,,NigelHo,,
1707,CPI-SS01C93D319,1546,1724,CellChatDB_v1,user_curated,,NigelHo,,
1708,CPI-SS0849F1748,1539,1725,CellChatDB_v1,user_curated,,NigelHo,,
1709,CPI-SS0BC3E77F5,1249,1725,CellChatDB_v1,user_curated,,NigelHo,,
1710,CPI-SS0F2BB1676,798,1725,CellChatDB_v1,user_curated,,NigelHo,,
1711,CPI-SS08300C98E,1540,1725,CellChatDB_v1,user_curated,,NigelHo,,
1712,CPI-SS045F46DC1,1541,1725,CellChatDB_v1,user_curated,,NigelHo,,
1713,CPI-SS0703EFB61,1542,1725,CellChatDB_v1,user_curated,,NigelHo,,
1714,CPI-SS0EBA4076A,1543,1725,CellChatDB_v1,user_curated,,NigelHo,,
1715,CPI-SS08B06C59F,1544,1725,CellChatDB_v1,user_curated,,NigelHo,,
1716,CPI-SS02C214D50,314,1725,CellChatDB_v1,user_curated,,NigelHo,,
1717,CPI-SS0F35357EB,1545,1725,CellChatDB_v1,user_curated,,NigelHo,,
1718,CPI-SS0F483C20F,1546,1725,CellChatDB_v1,user_curated,,NigelHo,,
1719,CPI-SS08AF33E47,1539,1087,CellChatDB_v1,user_curated,,NigelHo,,
1720,CPI-SS0ABE82D86,1249,1087,CellChatDB_v1,user_curated,,NigelHo,,
1721,CPI-SS0F6AD4483,798,1087,CellChatDB_v1,user_curated,,NigelHo,,
1722,CPI-SS0BB2E0A1F,1540,1087,CellChatDB_v1,user_curated,,NigelHo,,
1723,CPI-SS0DDDDFE0A,1541,1087,CellChatDB_v1,user_curated,,NigelHo,,
1724,CPI-SS0E7C2EF95,1542,1087,CellChatDB_v1,user_curated,,NigelHo,,
1725,CPI-SS0555D6F95,1543,1087,CellChatDB_v1,user_curated,,NigelHo,,
1726,CPI-SS05A675F12,1544,1087,CellChatDB_v1,user_curated,,NigelHo,,
1727,CPI-SS02E7D0F4D,314,1087,CellChatDB_v1,user_curated,,NigelHo,,
1728,CPI-SS082DC3D2D,1545,1087,CellChatDB_v1,user_curated,,NigelHo,,
1729,CPI-SS08C121BEB,1546,1087,CellChatDB_v1,user_curated,,NigelHo,,
1730,CPI-SS059D39864,52,1087,CellChatDB_v1,user_curated,,NigelHo,,
1731,CPI-SS0BC74D93B,1491,1087,CellChatDB_v1,user_curated,,NigelHo,,
1732,CPI-SS01237DF2C,1275,1087,CellChatDB_v2,user_curated,,NigelHo,,
1733,CPI-SS0193D81E1,1276,1087,CellChatDB_v2,user_curated,,NigelHo,,
1734,CPI-SS0AD2A36FE,686,761,CellChatDB_v2,user_curated,,NigelHo,,
1735,CPI-SS06DF3325D,686,695,CellChatDB_v2,user_curated,,NigelHo,,
1736,CPI-SS0C93E48D7,262,375,CellChatDB_v1,user_curated,,NigelHo,,
1737,CPI-SS0914C7C85,19,375,CellChatDB_v1,user_curated,,NigelHo,,
1738,CPI-SS0A38DC29E,1727,375,CellChatDB_v1,user_curated,,NigelHo,,
1739,CPI-SS0610ACEAC,1728,375,CellChatDB_v1,user_curated,,NigelHo,,
1740,CPI-SS08CEB9523,1420,375,CellChatDB_v1,user_curated,,NigelHo,,
1741,CPI-SS004035077,262,730,CellChatDB_v1,user_curated,,NigelHo,,
1742,CPI-SS00E9992E9,19,730,CellChatDB_v1,user_curated,,NigelHo,,
1743,CPI-SS04F1E8E4B,1727,730,CellChatDB_v1,user_curated,,NigelHo,,
1744,CPI-SS07DA3AA5E,1728,730,CellChatDB_v1,user_curated,,NigelHo,,
1745,CPI-SS06645D700,1420,730,CellChatDB_v1,user_curated,,NigelHo,,
1746,CPI-SS0C1B7C152,1011,730,CellChatDB_v2,user_curated,,NigelHo,,
1747,CPI-SS06AA269C9,217,714,CellChatDB_v2,user_curated,,NigelHo,,
1748,CPI-SS036B08188,147,714,CellChatDB_v2,user_curated,,NigelHo,,
1749,CPI-SC010BC8BDC,226,1762,CellChatDB_v1,user_curated,,NigelHo,,
1750,CPI-SS080C81D37,235,225,CellChatDB_v1,user_curated,,NigelHo,,
1751,CPI-SS07ACDDCD6,235,890,CellChatDB_v2,user_curated,,NigelHo,,
1752,CPI-SS097A84265,235,116,CellChatDB_v2,user_curated,,NigelHo,,
1753,CPI-SC0E395B270,235,1936,CellChatDB_v2,user_curated,,NigelHo,,
1754,CPI-SC0C3D33377,201,1936,CellChatDB_v2,user_curated,,NigelHo,,
1755,CPI-SC07C9327F9,203,1936,CellChatDB_v2,user_curated,,NigelHo,,
1756,CPI-SC0C3E81CA5,222,1936,CellChatDB_v2,user_curated,,NigelHo,,
1757,CPI-SC07BEF388F,202,1936,CellChatDB_v2,user_curated,,NigelHo,,
1758,CPI-SS0889E281D,945,945,CellChatDB_v1,user_curated,,NigelHo,,
1759,CPI-SS09C06644C,856,945,CellChatDB_v2,user_curated,,NigelHo,,
1760,CPI-SS0C9696AAA,134,945,CellChatDB_v2,user_curated,,NigelHo,,
1761,CPI-SS0B990492C,945,989,CellChatDB_v2,user_curated,,NigelHo,,
1762,CPI-SS00550260E,856,989,CellChatDB_v2,user_curated,,NigelHo,,
1763,CPI-SS0C94AD2AB,856,856,CellChatDB_v1,user_curated,,NigelHo,,
1764,CPI-SS00661A3A4,777,856,CellChatDB_v1,user_curated,,NigelHo,,
1765,CPI-SS02D18D12B,856,871,CellChatDB_v2,user_curated,,NigelHo,,
1766,CPI-SS0B3829651,856,966,CellChatDB_v2,user_curated,,NigelHo,,
1767,CPI-SS013E6EBC3,476,364,CellChatDB_v1,user_curated,,NigelHo,,
1768,CPI-SS027DD8311,765,364,CellChatDB_v1,user_curated,,NigelHo,,
1769,CPI-SS026C7F8A2,629,494,CellChatDB_v1,user_curated,,NigelHo,,
1770,CPI-CS0288D90B8,2046,494,CellChatDB_v2,user_curated,,NigelHo,,
1771,CPI-CS08F716CA7,2047,494,CellChatDB_v2,user_curated,,NigelHo,,
1772,CPI-CS06E035E6A,2048,494,CellChatDB_v2,user_curated,,NigelHo,,
1773,CPI-CS079F5C6AA,2049,494,CellChatDB_v2,user_curated,,NigelHo,,
1774,CPI-SS0E90C46BC,629,479,CellChatDB_v1,user_curated,,NigelHo,,
1775,CPI-CS05C13CCEE,2046,479,CellChatDB_v2,user_curated,,NigelHo,,
1776,CPI-CS06A94C07B,2047,479,CellChatDB_v2,user_curated,,NigelHo,,
1777,CPI-CS044B4A566,2048,479,CellChatDB_v2,user_curated,,NigelHo,,
1778,CPI-CS0FF55D4B2,2049,479,CellChatDB_v2,user_curated,,NigelHo,,
1779,CPI-SS08C884E97,629,480,CellChatDB_v1,user_curated,,NigelHo,,
1780,CPI-CS0165C9681,2046,480,CellChatDB_v2,user_curated,,NigelHo,,
1781,CPI-CS0A50853CB,2047,480,CellChatDB_v2,user_curated,,NigelHo,,
1782,CPI-CS08A968D6A,2048,480,CellChatDB_v2,user_curated,,NigelHo,,
1783,CPI-CS0B761DF8A,2049,480,CellChatDB_v2,user_curated,,NigelHo,,
1784,CPI-SS060583C59,629,1737,CellChatDB_v1,user_curated,,NigelHo,,
1785,CPI-SS0CBC7840D,273,400,CellChatDB_v1,user_curated,,NigelHo,,
1786,CPI-SS0822AEF5F,273,439,CellChatDB_v1,user_curated,,NigelHo,,
1787,CPI-SS01A07768A,359,685,CellChatDB_v1,user_curated,,NigelHo,,
1788,CPI-SS056FF4363,286,949,CellChatDB_v1,user_curated,,NigelHo,,
1789,CPI-SS08991B378,489,755,CellChatDB_v1,user_curated,,NigelHo,,
1790,CPI-SS08F13AD5C,526,1007,CellChatDB_v1,user_curated,,NigelHo,,
1791,CPI-SS0DC98E54D,526,308,CellChatDB_v1,user_curated,,NigelHo,,
1792,CPI-SS0452C6098,578,308,CellChatDB_v1,user_curated,,NigelHo,,
1793,CPI-SS0061538EC,112,308,CellChatDB_v1,user_curated,,NigelHo,,
1794,CPI-SS08EC6823D,526,369,CellChatDB_v1,user_curated,,NigelHo,,
1795,CPI-SS0A72C2360,578,369,CellChatDB_v1,user_curated,,NigelHo,,
1796,CPI-SS0469D07EA,112,369,CellChatDB_v1,user_curated,,NigelHo,,
1797,CPI-SS03F821467,563,777,CellChatDB_v1,user_curated,,NigelHo,,
1798,CPI-SS0E984837E,989,777,CellChatDB_v1,user_curated,,NigelHo,,
1799,CPI-SS0ABFB17ED,563,353,CellChatDB_v1,user_curated,,NigelHo,,
1800,CPI-SS042FCC9BE,989,353,CellChatDB_v1,user_curated,,NigelHo,,
1801,CPI-SS01560CA22,346,1032,CellChatDB_v1,user_curated,,NigelHo,,
1802,CPI-SS0F5AEACD6,346,346,CellChatDB_v1,user_curated,,NigelHo,,
1803,CPI-SS00EE2358D,346,1400,CellChatDB_v1,user_curated,,NigelHo,,
1804,CPI-SS04F2DB78D,346,1670,CellChatDB_v2,user_curated,,NigelHo,,
1805,CPI-SS029ADC7E2,1404,1404,CellChatDB_v1,user_curated,,NigelHo,,
1806,CPI-SS013281AA5,1405,1405,CellChatDB_v1,user_curated,,NigelHo,,
1807,CPI-SS0EE09A201,391,391,CellChatDB_v1,user_curated,,NigelHo,,
1808,CPI-SS082995ABD,329,329,CellChatDB_v1,user_curated,,NigelHo,,
1809,CPI-SC04967CE13,329,1873,CellChatDB_v1,user_curated,,NigelHo,,
1810,CPI-SS0CC5DCE80,329,906,CellChatDB_v1,user_curated,,NigelHo,,
1811,CPI-SS08837AEBA,361,250,CellChatDB_v1,user_curated,,NigelHo,,
1812,CPI-SS0C1F25516,196,250,CellChatDB_v1,user_curated,,NigelHo,,
1813,CPI-SS00053888C,340,250,CellChatDB_v1,user_curated,,NigelHo,,
1814,CPI-SS025A35F82,980,340,CellChatDB_v1,user_curated,,NigelHo,,
1815,CPI-SS0FEBD3CF8,373,340,CellChatDB_v1,user_curated,,NigelHo,,
1816,CPI-SS0A2D7895C,340,562,CellChatDB_v2,user_curated,,NigelHo,,
1817,CPI-SS0322747C2,250,562,CellChatDB_v2,user_curated,,NigelHo,,
1818,CPI-SS001BF66E8,562,562,CellChatDB_v2,user_curated,,NigelHo,,
1819,CPI-SS08C411721,509,562,CellChatDB_v2,user_curated,,NigelHo,,
1820,CPI-SS0CCDBBBC0,340,509,CellChatDB_v2,user_curated,,NigelHo,,
1821,CPI-SS04F90EE0D,373,894,CellChatDB_v1,user_curated,,NigelHo,,
1822,CPI-SS029FBCD6C,1411,1411,CellChatDB_v1,user_curated,,NigelHo,,
1823,CPI-SS01A5E484E,1029,736,CellChatDB_v1,user_curated,,NigelHo,,
1824,CPI-SS0454E440B,821,736,CellChatDB_v1,user_curated,,NigelHo,,
1825,CPI-SS0FA212F48,888,736,CellChatDB_v1,user_curated,,NigelHo,,
1826,CPI-SS06A7159A8,1394,736,CellChatDB_v1,user_curated,,NigelHo,,
1827,CPI-SS0291E00EE,1415,736,CellChatDB_v1,user_curated,,NigelHo,,
1828,CPI-SS033DC1D31,1414,736,CellChatDB_v1,user_curated,,NigelHo,,
1829,CPI-SC0EA18226A,1578,1793,CellChatDB_v1,user_curated,,NigelHo,,
1830,CPI-SC018A12B82,1416,1794,CellChatDB_v1,user_curated,,NigelHo,,
1831,CPI-SS0F721746D,1416,510,CellChatDB_v1,user_curated,,NigelHo,,
1832,CPI-SS0ACD487F0,510,510,CellChatDB_v1,user_curated,,NigelHo,,
1833,CPI-SS053F6EF30,337,510,CellChatDB_v1,user_curated,,NigelHo,,
1834,CPI-SS020BD36F8,1572,510,CellChatDB_v1,user_curated,,NigelHo,,
1835,CPI-SS0159BC21F,1416,1416,CellChatDB_v1,user_curated,,NigelHo,,
1836,CPI-SS0BDC912F3,734,1273,CellChatDB_v1,user_curated,,NigelHo,,
1837,CPI-SS0A6FCBF7C,734,601,CellChatDB_v2,user_curated,,NigelHo,,
1838,CPI-SS0FC612D4D,693,601,CellChatDB_v1,user_curated,,NigelHo,,
1839,CPI-SS04A5D6B6F,53,601,CellChatDB_v1,user_curated,,NigelHo,,
1840,CPI-SS0E5A6ADB3,1000,601,CellChatDB_v1,user_curated,,NigelHo,,
1841,CPI-SS0AFCA0602,991,601,CellChatDB_v1,user_curated,,NigelHo,,
1842,CPI-SS052ADA696,685,601,CellChatDB_v1,user_curated,,NigelHo,,
1843,CPI-SS0DB3F5A37,1046,601,CellChatDB_v1,user_curated,,NigelHo,,
1844,CPI-SS029811409,734,717,CellChatDB_v2,user_curated,,NigelHo,,
1845,CPI-SS0E1A8414D,693,717,CellChatDB_v1,user_curated,,NigelHo,,
1846,CPI-SS0423580E5,53,717,CellChatDB_v1,user_curated,,NigelHo,,
1847,CPI-SS06BBCAC08,1000,717,CellChatDB_v1,user_curated,,NigelHo,,
1848,CPI-SS08E4D6FA9,991,717,CellChatDB_v1,user_curated,,NigelHo,,
1849,CPI-SS060B82BBC,685,717,CellChatDB_v1,user_curated,,NigelHo,,
1850,CPI-SS065B2DBAE,1046,717,CellChatDB_v1,user_curated,,NigelHo,,
1851,CPI-SS0C1520B40,729,709,CellChatDB_v1,user_curated,,NigelHo,,
1852,CPI-SS0B02B63C2,710,709,CellChatDB_v1,user_curated,,NigelHo,,
1853,CPI-SS07CA0BA9F,769,709,CellChatDB_v1,user_curated,,NigelHo,,
1854,CPI-SS08B94BEB2,729,763,CellChatDB_v1,user_curated,,NigelHo,,
1855,CPI-SS06D13FCD3,710,763,CellChatDB_v1,user_curated,,NigelHo,,
1856,CPI-SS09CB62DC2,769,763,CellChatDB_v1,user_curated,,NigelHo,,
1857,CPI-SS068613495,729,1431,CellChatDB_v2,user_curated,,NigelHo,,
1858,CPI-SS0EA0FDAC9,710,1431,CellChatDB_v2,user_curated,,NigelHo,,
1859,CPI-SS08D52EC4D,769,1431,CellChatDB_v2,user_curated,,NigelHo,,
1860,CPI-SS0FD38A53C,729,1432,CellChatDB_v2,user_curated,,NigelHo,,
1861,CPI-SS0028C4D04,710,1432,CellChatDB_v2,user_curated,,NigelHo,,
1862,CPI-SS01806C0F2,769,1432,CellChatDB_v2,user_curated,,NigelHo,,
1863,CPI-SS0FF49C823,411,419,CellChatDB_v1,user_curated,,NigelHo,,
1864,CPI-SS0B34CBA4B,93,419,CellChatDB_v1,user_curated,,NigelHo,,
1865,CPI-SS0222DF7B4,644,419,CellChatDB_v1,user_curated,,NigelHo,,
1866,CPI-SS05BB5902B,645,419,CellChatDB_v1,user_curated,,NigelHo,,
1867,CPI-SS04E33D0FB,647,419,CellChatDB_v1,user_curated,,NigelHo,,
1868,CPI-SS046F6F0C1,411,481,CellChatDB_v1,user_curated,,NigelHo,,
1869,CPI-SS08A54963F,93,481,CellChatDB_v1,user_curated,,NigelHo,,
1870,CPI-SS0CBCBBA83,644,481,CellChatDB_v1,user_curated,,NigelHo,,
1871,CPI-SS0475BE8ED,645,481,CellChatDB_v1,user_curated,,NigelHo,,
1872,CPI-SS09587DA63,647,481,CellChatDB_v1,user_curated,,NigelHo,,
1873,CPI-SS09CA492BA,411,482,CellChatDB_v1,user_curated,,NigelHo,,
1874,CPI-SS0C875BA24,93,482,CellChatDB_v1,user_curated,,NigelHo,,
1875,CPI-SS0EF309375,644,482,CellChatDB_v1,user_curated,,NigelHo,,
1876,CPI-SS0D1D8FF06,645,482,CellChatDB_v1,user_curated,,NigelHo,,
1877,CPI-SS0C70ADA28,647,482,CellChatDB_v1,user_curated,,NigelHo,,
1878,CPI-SS0EBFE1854,411,655,CellChatDB_v1,user_curated,,NigelHo,,
1879,CPI-SS0E63AB61E,93,655,CellChatDB_v1,user_curated,,NigelHo,,
1880,CPI-SS05B4EB419,644,655,CellChatDB_v1,user_curated,,NigelHo,,
1881,CPI-SS0659DBE72,645,655,CellChatDB_v1,user_curated,,NigelHo,,
1882,CPI-SS0FC01B947,647,655,CellChatDB_v1,user_curated,,NigelHo,,
1883,CPI-SS03446CB39,696,655,CellChatDB_v1,user_curated,,NigelHo,,
1884,CPI-SS087E0E3FB,646,655,CellChatDB_v1,user_curated,,NigelHo,,
1885,CPI-SS084B1ED25,785,655,CellChatDB_v1,user_curated,,NigelHo,,
1886,CPI-SS0762B455F,411,652,CellChatDB_v1,user_curated,,NigelHo,,
1887,CPI-SS0D81D9F5E,93,652,CellChatDB_v1,user_curated,,NigelHo,,
1888,CPI-SS079EF5D9C,644,652,CellChatDB_v1,user_curated,,NigelHo,,
1889,CPI-SS0008137B6,645,652,CellChatDB_v1,user_curated,,NigelHo,,
1890,CPI-SS09E3F5044,647,652,CellChatDB_v1,user_curated,,NigelHo,,
1891,CPI-SS03E450F99,411,779,CellChatDB_v1,user_curated,,NigelHo,,
1892,CPI-SS01DCC7684,93,779,CellChatDB_v1,user_curated,,NigelHo,,
1893,CPI-SS0D5DBB634,644,779,CellChatDB_v1,user_curated,,NigelHo,,
1894,CPI-SS0F81DBF22,645,779,CellChatDB_v1,user_curated,,NigelHo,,
1895,CPI-SS028688B7B,647,779,CellChatDB_v1,user_curated,,NigelHo,,
1896,CPI-SS037E6BEDF,411,483,CellChatDB_v1,user_curated,,NigelHo,,
1897,CPI-SS0830C7910,93,483,CellChatDB_v1,user_curated,,NigelHo,,
1898,CPI-SS0C8ED6F41,644,483,CellChatDB_v1,user_curated,,NigelHo,,
1899,CPI-SS0AA68C8E5,645,483,CellChatDB_v1,user_curated,,NigelHo,,
1900,CPI-SS0F6A01237,647,483,CellChatDB_v1,user_curated,,NigelHo,,
1901,CPI-SS068ACD209,647,484,CellChatDB_v1,user_curated,,NigelHo,,
1902,CPI-SS06E797E50,696,484,CellChatDB_v1,user_curated,,NigelHo,,
1903,CPI-SS0ECC9DF3E,646,484,CellChatDB_v1,user_curated,,NigelHo,,
1904,CPI-SS0ECCB4382,785,484,CellChatDB_v1,user_curated,,NigelHo,,
1905,CPI-SS03C7D1520,696,654,CellChatDB_v1,user_curated,,NigelHo,,
1906,CPI-SS0BFD8E056,646,654,CellChatDB_v1,user_curated,,NigelHo,,
